id,first_name,last_name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey_num,position,is_active,franchise_id,from_year,to_year,is_d_league,is_nba,has_played,is_greatest_75
1630595,Cade,Cunningham,2001-09-25,"Oklahoma State",USA,"Oklahoma State/USA",79,220,2,2,Guard,1,13,2021,2023,0,1,1,0
1630596,Evan,Mobley,2001-06-18,"Southern California",USA,"Southern California/USA",83,215,2,4,Center,1,30,2021,2023,0,1,1,0
1630598,Aaron,Wiggins,1999-01-02,Maryland,USA,Maryland/USA,77,190,2,21,Guard,1,27,2021,2023,1,1,1,0
1630600,Isaiah,Mobley,1999-09-24,"Southern California",USA,"Southern California/USA",80,238,1,15,Forward,1,30,2022,2023,1,1,1,0
1630613,Duane,"Washington Jr.",2000-03-24,"Ohio State",Germany,"Ohio State/Germany",74,197,2,4,Guard,1,6,2021,2023,1,1,1,0
1630620,Darius,Days,1999-10-20,"Louisiana State",USA,"Louisiana State/USA",79,245,1,5,Forward,1,31,2022,2023,1,1,1,0
1630625,Dalano,Banton,1999-11-07,Nebraska,Canada,Nebraska/Canada,79,204,2,45,Forward,1,44,2021,2023,1,1,1,0
1630631,Jose,Alvarado,1998-04-12,"Georgia Tech",USA,"Georgia Tech/USA",72,179,2,15,Guard,1,45,2021,2023,1,1,1,0
1630637,Carlik,Jones,1997-12-23,Louisville,USA,Louisville/USA,72,174,2,22,Guard,1,25,2021,2023,1,1,1,0
1630639,A.J.,Lawson,2000-07-15,"South Carolina",Canada,"South Carolina/Canada",78,179,1,9,Guard,1,38,2022,2023,1,1,1,0
1630643,Jay,Huff,1997-08-25,Virginia,USA,Virginia/USA,85,240,2,34,Center,1,24,2021,2023,1,1,1,0
1630647,Eugene,Omoruyi,1997-02-14,Oregon,Nigeria,Oregon/Nigeria,78,235,3,97,Forward,0,13,2021,2022,1,1,1,0
1630648,Jordan,Schakel,1998-06-13,"San Diego State",USA,"San Diego State/USA",78,200,2,NULL,Guard,0,NULL,2021,2022,1,1,1,0
1630649,Stanley,Umude,1999-04-12,Arkansas,USA,Arkansas/USA,78,210,1,NULL,Guard,0,NULL,2022,2022,1,1,1,0
1630678,Terry,Taylor,1999-09-23,"Austin Peay",USA,"Austin Peay/USA",76,230,2,32,Forward,1,25,2021,2023,1,1,1,0
1630688,Ish,Wainright,1994-09-12,Baylor,USA,Baylor/USA,77,250,2,12,Forward,1,29,2021,2023,0,1,1,0
1630692,Jordan,Goodwin,1998-10-23,"St. Louis",USA,"St. Louis/USA",75,200,2,7,Guard,1,29,2021,2023,1,1,1,0
1630695,Micah,Potter,1998-04-06,Wisconsin,USA,Wisconsin/USA,80,248,2,25,Center,1,33,2021,2023,1,1,1,0
1630699,MarJon,Beauchamp,2000-10-12,"NBA G League Ignite",USA,"NBA G League Ignite/USA",79,199,1,0,Forward,1,28,2021,2023,1,1,1,0
1630700,Dyson,Daniels,2003-03-17,"NBA G League Ignite",Australia,"NBA G League Ignite/Australia",79,199,1,11,Guard,1,45,2021,2023,1,1,1,0
1630701,Michael,"Foster Jr.",2003-01-16,"                                ",USA,"NBA G League Ignite/USA",80,250,1,NULL,Forward,0,NULL,2022,2022,1,1,1,0
1630702,Jaden,Hardy,2002-07-05,"NBA G League Ignite",USA,"NBA G League Ignite/USA",75,198,1,3,Guard,1,38,2021,2023,1,1,1,0
1630792,Malcolm,Hill,1995-10-26,Illinois,USA,Illinois/USA,78,220,2,NULL,Forward,0,NULL,2021,2022,1,1,1,0
1630846,Olivier,Sarr,1999-02-20,Kentucky,France,Kentucky/France,83,240,2,30,Center,1,27,2021,2023,1,1,1,0
1631093,Jaden,Ivey,2002-02-13,Purdue,USA,Purdue/USA,76,195,1,23,Guard,1,13,2022,2023,0,1,1,0
1631094,Paolo,Banchero,2002-11-12,Duke,USA,Duke/USA,82,250,1,5,Forward,1,42,2022,2023,0,1,1,0
1631095,Jabari,"Smith Jr.",2003-05-13,Auburn,USA,Auburn/USA,83,220,1,1,Forward,1,31,2022,2023,0,1,1,0
1631096,Chet,Holmgren,2002-05-01,Gonzaga,USA,Gonzaga/USA,85,195,0,7,Center-Forward,1,27,2022,2023,0,0,0,0
1631097,Bennedict,Mathurin,2002-06-19,Arizona,Canada,Arizona/Canada,77,210,1,0,Guard-Forward,1,36,2022,2023,0,1,1,0
1631098,Johnny,Davis,2002-02-27,Wisconsin,USA,Wisconsin/USA,76,195,1,1,Guard,1,24,2022,2023,1,1,1,0
1631099,Keegan,Murray,2000-08-19,Iowa,USA,Iowa/USA,80,225,1,13,Forward,1,32,2022,2023,0,1,1,0
1631100,AJ,Griffin,2003-08-25,Duke,USA,Duke/USA,78,220,1,14,Forward,1,18,2022,2023,0,1,1,0
1631101,Shaedon,Sharpe,2003-05-30,Kentucky,Canada,Kentucky/Canada,77,200,1,17,Guard,1,32,2022,2023,0,1,1,0
1631102,TyTy,"Washington Jr.",2001-11-15,Kentucky,USA,Kentucky/USA,75,195,1,0,Guard,1,31,2022,2023,1,1,1,0
1631103,Malaki,Branham,2003-05-12,"Ohio State",USA,"Ohio State/USA",76,180,1,22,Forward,1,37,2022,2023,1,1,1,0
1631104,Blake,Wesley,2003-03-16,"Notre Dame",USA,"Notre Dame/USA",76,185,1,14,Guard,1,37,2022,2023,1,1,1,0
1631105,Jalen,Duren,2003-11-18,Memphis,USA,Memphis/USA,83,250,1,0,Center,1,13,2022,2023,0,1,1,0
1631106,Tari,Eason,2001-05-10,"Louisiana State",USA,"Louisiana State/USA",80,215,1,17,Forward,1,31,2022,2023,0,1,1,0
1631107,Nikola,Jovic,2003-06-09,"                                ",Serbia,"Mega Basket/Serbia",82,205,1,5,Forward,1,40,2022,2023,1,1,1,0
1631109,Mark,Williams,2001-12-16,Duke,USA,Duke/USA,84,240,1,5,Center,1,39,2022,2023,1,1,1,0
1631110,Jeremy,Sochan,2003-05-20,Baylor,Poland,Baylor/Poland,80,230,1,10,Forward,1,37,2022,2023,0,1,1,0
1631111,Wendell,"Moore Jr.",2001-09-18,Duke,USA,Duke/USA,77,215,1,7,Guard,1,41,2022,2023,1,1,1,0
1631112,Kendall,Brown,2003-05-11,Baylor,USA,Baylor/USA,79,205,1,10,Guard,1,36,2022,2023,1,1,1,0
1631113,Kennedy,Chandler,2002-09-16,Tennessee,USA,Tennessee/USA,71,170,1,NULL,Guard,0,NULL,2022,2022,1,1,1,0
1631114,Jalen,Williams,2001-04-14,"Santa Clara",USA,"Santa Clara/USA",77,211,1,8,Guard-Forward,1,27,2022,2023,0,1,1,0
1631115,Orlando,Robinson,2000-07-10,"Fresno State",USA,"Fresno State/USA",82,235,1,25,Center,1,40,2022,2023,1,1,1,0
1631116,Patrick,"Baldwin Jr.",2002-11-18,Wisconsin-Milwaukee,USA,Wisconsin-Milwaukee/USA,81,220,1,7,Forward,1,5,2022,2023,1,1,1,0
1631117,Walker,Kessler,2001-07-26,Auburn,USA,Auburn/USA,84,245,1,24,Center,1,33,2022,2023,0,1,1,0
1631120,J.D.,Davison,2002-10-03,Alabama,USA,Alabama/USA,73,195,1,20,Guard,1,1,2022,2023,1,1,1,0
1631123,Jamaree,Bouyea,1999-06-27,"San Francisco",USA,"San Francisco/USA",74,180,1,11,Guard,1,40,2022,2023,1,1,1,0
1631128,Christian,Braun,2001-04-17,Kansas,USA,Kansas/USA,78,220,1,0,Guard,1,35,2022,2023,0,1,1,0
1631132,Christian,Koloko,2000-06-20,Arizona,Cameroon,Arizona/Cameroon,84,230,1,35,Center,1,44,2022,2023,1,1,1,0
1631157,Ryan,Rollins,2002-07-03,Toledo,USA,Toledo/USA,75,180,1,2,Guard,1,5,2022,2023,1,1,1,0
1631160,Jordan,Hall,2002-01-14,"St. Joseph's (PA)",USA,"St. Joseph's (PA)/USA",79,215,1,NULL,Guard,0,NULL,2022,2022,1,1,1,0
1631165,Keon,Ellis,2000-01-08,Alabama,USA,Alabama/USA,75,175,1,23,Guard,1,32,2022,2023,1,1,1,0
1631169,Josh,Minott,2002-11-25,Memphis,USA,Memphis/USA,80,205,1,8,Forward,1,41,2022,2023,1,1,1,0
1631171,Justin,Lewis,2002-04-12,Marquette,USA,Marquette/USA,79,245,0,34,Forward,1,25,2022,2023,0,0,0,0
1631199,Ron,"Harper Jr.",2000-04-12,Rutgers,USA,Rutgers/USA,77,245,1,8,Forward,1,44,2022,2023,1,1,1,0
1631205,Buddy,Boeheim,1999-11-11,Syracuse,USA,Syracuse/USA,78,205,1,27,Forward,1,13,2022,2023,1,1,1,0
1631207,Dalen,Terry,2002-07-12,Arizona,USA,Arizona/USA,79,195,1,25,Forward,1,25,2022,2023,1,1,1,0
1631211,Trevor,Keels,2003-08-26,Duke,USA,Duke/USA,76,221,1,3,Guard,1,6,2022,2023,1,1,1,0
1631212,Peyton,Watson,2002-09-11,UCLA,USA,UCLA/USA,79,200,1,8,Guard,1,35,2022,2023,1,1,1,0
1631213,Tyrese,Martin,1999-03-07,Connecticut,USA,Connecticut/USA,78,215,1,22,Guard,1,18,2022,2023,1,1,1,0
1631214,Alondes,Williams,1999-06-19,"Wake Forest",USA,"Wake Forest/USA",76,210,1,NULL,Guard,0,NULL,2022,2022,1,1,1,0
1631216,Caleb,Houstan,2003-01-09,Michigan,Canada,Michigan/Canada,80,205,1,2,Guard,1,42,2022,2023,1,1,1,0
1631217,Moussa,Diabate,2002-01-21,Michigan,France,Michigan/France,82,210,1,25,Forward,1,31,2022,2023,1,1,1,0
1631220,Dereon,Seabron,2000-05-26,"North Carolina State",USA,"North Carolina State/USA",77,180,1,0,Guard,1,45,2022,2023,1,1,1,0
1631221,Collin,Gillespie,1999-06-25,Villanova,USA,Villanova/USA,73,195,0,21,Guard,1,35,2022,2023,0,0,0,0
1631222,Jake,LaRavia,2001-11-03,"Wake Forest",USA,"Wake Forest/USA",79,235,1,3,Forward,1,43,2022,2023,1,1,1,0
1631223,David,Roddy,2001-03-27,"Colorado State",USA,"Colorado State/USA",76,255,1,27,Forward,1,43,2022,2023,1,1,1,0
1631230,Dominick,Barlow,2003-05-26,"Overtime Elite",USA,"Overtime Elite/USA",81,215,1,26,Forward,1,37,2022,2023,1,1,1,0
1631246,Vince,"Williams Jr.",2000-08-30,"Virginia Commonwealth",USA,"Virginia Commonwealth/USA",76,205,1,5,Guard,1,43,2022,2023,1,1,1,0
1631254,Kenneth,"Lofton Jr.",2002-08-14,"Louisiana Tech",USA,"Louisiana Tech/USA",78,275,1,6,Forward,1,43,2022,2023,1,1,1,0
1631260,AJ,Green,1999-09-27,"Northern Iowa",USA,"Northern Iowa/USA",77,190,1,20,Guard,1,28,2022,2023,1,1,1,0
1631288,Jamal,Cain,1999-03-20,Oakland,USA,Oakland/USA,78,191,1,8,Forward,1,40,2022,2023,1,1,1,0
1631298,Jack,White,1997-08-05,Duke,Australia,Duke/Australia,79,225,1,10,Forward,1,35,2022,2023,1,1,1,0
1631306,Cole,Swider,1999-05-08,Syracuse,USA,Syracuse/USA,81,220,1,20,Forward,1,15,2022,2023,1,1,1,0
1631311,Lester,Quinones,2000-11-16,Memphis,USA,Memphis/USA,76,208,1,25,Guard,1,5,2022,2023,1,1,1,0
1631320,Chima,Moneke,1995-12-24,Cal-Davis,Nigeria,California-Davis/Nigeria,77,223,1,NULL,Forward,0,NULL,2022,2022,1,1,1,0
1631323,Simone,Fontecchio,1995-12-09,Baskonia,Italy,Baskonia/Italy,79,209,1,16,Forward,1,33,2022,2023,0,1,1,0
